loan_id,user_id,loan_amount,interest_rate,loan_status
L14643,U7351,7872,0.12,paid
L14644,U7352,6074,0.1,paid
L14645,U7352,4964,0.12,paid
L14646,U7352,8907,0.12,paid
L14647,U7353,2447,0.15,default
L14648,U7353,1795,0.1,paid
L14649,U7353,5834,0.12,paid
L14650,U7354,2671,0.12,paid
L14651,U7354,2842,0.1,paid
L14652,U7355,6435,0.1,paid
L14653,U7355,4035,0.15,paid
L14654,U7355,2544,0.1,paid
L14655,U7356,2233,0.1,paid
L14656,U7357,8190,0.1,paid
L14657,U7357,9429,0.1,paid
L14658,U7357,5401,0.1,paid
L14659,U7358,3483,0.1,default
L14660,U7358,3567,0.15,paid
L14661,U7359,3873,0.12,paid
L14662,U7359,9316,0.1,paid
L14663,U7360,8319,0.15,paid
L14664,U7360,6570,0.1,paid
L14665,U7361,9921,0.15,paid
L14666,U7362,5250,0.1,default
L14667,U7363,4352,0.12,default
L14668,U7363,5161,0.15,paid
L14669,U7363,1658,0.15,paid
L14670,U7364,7865,0.12,paid
L14671,U7364,5364,0.1,paid
L14672,U7365,8558,0.12,paid
L14673,U7365,2289,0.15,paid
L14674,U7365,7416,0.1,paid
L14675,U7366,5824,0.12,paid
L14676,U7366,6837,0.12,paid
L14677,U7366,5081,0.15,paid
L14678,U7367,8518,0.1,paid
L14679,U7367,2588,0.1,paid
L14680,U7368,8578,0.15,paid
L14681,U7368,5747,0.12,paid
L14682,U7368,3847,0.15,paid
L14683,U7369,6208,0.1,default
L14684,U7370,5624,0.1,paid
L14685,U7371,9935,0.1,paid
L14686,U7371,6193,0.1,paid
L14687,U7371,9987,0.12,paid
L14688,U7372,9331,0.15,paid
L14689,U7372,4586,0.1,default
L14690,U7372,5038,0.1,paid
L14691,U7373,2153,0.15,paid
L14692,U7373,1036,0.1,paid
L14693,U7374,8985,0.1,paid
L14694,U7375,7115,0.12,paid
L14695,U7375,1165,0.15,paid
L14696,U7375,8744,0.15,paid
L14697,U7376,7620,0.1,paid
L14698,U7376,7051,0.1,paid
L14699,U7376,5039,0.1,default
L14700,U7377,5494,0.1,paid
L14701,U7377,8652,0.1,paid
L14702,U7378,4255,0.1,paid
L14703,U7378,5054,0.1,paid
L14704,U7379,2117,0.12,paid
L14705,U7379,9406,0.12,paid
L14706,U7379,4003,0.15,paid
L14707,U7380,3863,0.15,paid
L14708,U7380,3719,0.12,default
L14709,U7381,4582,0.15,paid
L14710,U7381,5253,0.1,paid
L14711,U7381,8664,0.1,paid
L14712,U7382,9332,0.12,paid
L14713,U7382,2477,0.15,paid
L14714,U7382,3294,0.12,paid
L14715,U7383,8631,0.1,paid
L14716,U7383,4187,0.12,paid
L14717,U7384,8242,0.1,paid
L14718,U7384,5707,0.1,paid
L14719,U7384,6833,0.12,paid
L14720,U7385,4876,0.15,paid
L14721,U7385,1369,0.12,paid
L14722,U7386,6192,0.12,paid
L14723,U7386,6298,0.12,default
L14724,U7386,3451,0.1,paid
L14725,U7387,9900,0.15,paid
L14726,U7387,1547,0.12,default
L14727,U7388,3036,0.15,paid
L14728,U7388,6733,0.15,paid
L14729,U7388,7397,0.15,default
L14730,U7389,8383,0.1,default
L14731,U7389,1881,0.12,paid
L14732,U7390,1694,0.1,paid
L14733,U7391,2959,0.12,paid
L14734,U7392,5692,0.15,paid
L14735,U7392,5669,0.1,paid
L14736,U7392,7078,0.12,paid
L14737,U7393,2843,0.12,default
L14738,U7393,9005,0.12,paid
L14739,U7393,3691,0.15,default
L14740,U7394,5741,0.12,paid
L14741,U7395,7538,0.15,default
L14742,U7395,5840,0.1,paid
L14743,U7396,4279,0.15,paid
L14744,U7396,6836,0.1,default
L14745,U7397,1426,0.1,default
L14746,U7397,2258,0.15,paid
L14747,U7398,2168,0.12,paid
L14748,U7398,6035,0.1,paid
L14749,U7398,9494,0.12,paid
L14750,U7399,7470,0.12,paid
L14751,U7399,3205,0.15,default
L14752,U7400,9096,0.1,default
L14753,U7400,5261,0.15,paid
L14754,U7400,5650,0.12,default
L14755,U7401,2762,0.15,default
L14756,U7401,7984,0.12,paid
L14757,U7401,5654,0.1,default
L14758,U7402,9630,0.1,default
L14759,U7402,4195,0.1,paid
L14760,U7402,8074,0.12,paid
L14761,U7403,2482,0.1,paid
L14762,U7404,6692,0.1,paid
L14763,U7404,8365,0.12,paid
L14764,U7405,5414,0.1,paid
L14765,U7406,5067,0.15,default
L14766,U7407,9612,0.12,paid
L14767,U7407,1825,0.12,paid
L14768,U7407,5310,0.12,paid
L14769,U7408,7757,0.12,paid
L14770,U7409,1940,0.1,paid
L14771,U7410,7347,0.1,paid
L14772,U7410,2748,0.1,paid
L14773,U7410,3434,0.1,paid
L14774,U7411,1195,0.12,paid
L14775,U7411,4124,0.12,paid
L14776,U7411,4690,0.15,paid
L14777,U7412,8014,0.12,paid
L14778,U7413,5365,0.12,paid
L14779,U7414,5382,0.1,paid
L14780,U7415,2995,0.1,paid
L14781,U7415,6378,0.12,default
L14782,U7415,3834,0.12,paid
L14783,U7416,9913,0.1,paid
L14784,U7416,5935,0.12,paid
L14785,U7417,8007,0.15,paid
L14786,U7418,1269,0.1,paid
L14787,U7418,6582,0.12,paid
L14788,U7418,9166,0.12,paid
L14789,U7419,3535,0.12,paid
L14790,U7419,7056,0.15,default
L14791,U7419,9069,0.12,paid
L14792,U7420,5147,0.1,paid
L14793,U7420,3996,0.1,paid
L14794,U7420,4261,0.15,default
L14795,U7421,3114,0.15,paid
L14796,U7421,9603,0.12,paid
L14797,U7421,4078,0.12,paid
L14798,U7422,4204,0.12,default
L14799,U7423,1035,0.12,paid
L14800,U7423,7488,0.12,paid
L14801,U7423,2063,0.1,paid
L14802,U7424,8501,0.12,paid
L14803,U7424,1310,0.1,paid
L14804,U7424,2832,0.1,paid
L14805,U7425,4319,0.12,paid
L14806,U7425,1751,0.1,default
L14807,U7426,6396,0.12,default
L14808,U7426,2922,0.1,paid
L14809,U7426,7131,0.12,paid
L14810,U7427,4787,0.15,paid
L14811,U7427,9751,0.15,paid
L14812,U7427,3919,0.12,default
L14813,U7428,3421,0.1,paid
L14814,U7429,4624,0.15,paid
L14815,U7429,8440,0.1,paid
L14816,U7429,4140,0.15,paid
L14817,U7430,8290,0.12,paid
L14818,U7431,9912,0.12,paid
L14819,U7431,2296,0.12,paid
L14820,U7431,4964,0.1,paid
L14821,U7432,5010,0.1,default
L14822,U7432,6607,0.15,paid
L14823,U7433,9799,0.1,paid
L14824,U7433,9313,0.12,paid
L14825,U7433,7869,0.12,paid
L14826,U7434,6014,0.15,default
L14827,U7434,3203,0.15,paid
L14828,U7434,7931,0.12,paid
L14829,U7435,9305,0.12,paid
L14830,U7436,6998,0.12,paid
L14831,U7436,1007,0.15,paid
L14832,U7437,8797,0.15,paid
L14833,U7437,7895,0.15,paid
L14834,U7437,6871,0.1,paid
L14835,U7438,6632,0.15,paid
L14836,U7439,3473,0.1,paid
L14837,U7439,8510,0.12,paid
L14838,U7439,5009,0.1,paid
L14839,U7440,6266,0.1,paid
L14840,U7440,6724,0.15,paid
L14841,U7440,5674,0.12,paid
L14842,U7441,2755,0.12,paid
L14843,U7441,6341,0.1,paid
L14844,U7441,6220,0.15,paid
L14845,U7442,5178,0.15,paid
L14846,U7442,6385,0.12,paid
L14847,U7443,8654,0.15,paid
L14848,U7443,3622,0.12,paid
L14849,U7443,6347,0.15,paid
L14850,U7444,6042,0.1,paid
L14851,U7444,2143,0.15,paid
L14852,U7444,7732,0.15,paid
L14853,U7445,9980,0.15,default
L14854,U7445,2981,0.12,default
L14855,U7446,5987,0.15,paid
L14856,U7447,7940,0.15,paid
L14857,U7448,1133,0.1,paid
L14858,U7449,2752,0.12,paid
L14859,U7449,6438,0.15,paid
L14860,U7449,5992,0.15,paid
L14861,U7450,9840,0.15,paid
L14862,U7451,5774,0.12,paid
L14863,U7452,7024,0.1,paid
L14864,U7453,6777,0.15,paid
L14865,U7453,6900,0.12,paid
L14866,U7453,7469,0.1,paid
L14867,U7454,5503,0.1,paid
L14868,U7454,4144,0.12,paid
L14869,U7455,3400,0.12,paid
L14870,U7456,3582,0.12,paid
L14871,U7456,1423,0.15,default
L14872,U7457,4866,0.15,paid
L14873,U7457,2245,0.12,paid
L14874,U7458,8388,0.12,paid
L14875,U7458,6846,0.12,default
L14876,U7459,6722,0.12,paid
L14877,U7460,1696,0.1,paid
L14878,U7460,7259,0.12,paid
L14879,U7461,6683,0.1,default
L14880,U7461,5936,0.12,paid
L14881,U7462,4781,0.12,default
L14882,U7462,3856,0.12,default
L14883,U7463,4911,0.1,default
L14884,U7463,4166,0.15,default
L14885,U7463,5952,0.15,paid
L14886,U7464,3788,0.1,paid
L14887,U7464,8631,0.15,paid
L14888,U7464,7445,0.15,paid
L14889,U7465,3888,0.1,paid
L14890,U7466,2686,0.1,paid
L14891,U7466,7481,0.12,paid
L14892,U7466,4230,0.12,paid
L14893,U7467,3281,0.15,paid
L14894,U7467,4961,0.12,default
L14895,U7468,4426,0.1,paid
L14896,U7468,4772,0.15,paid
L14897,U7469,1321,0.12,paid
L14898,U7470,9560,0.12,default
L14899,U7471,6094,0.12,paid
L14900,U7471,5455,0.15,paid
L14901,U7471,3237,0.12,paid
L14902,U7472,2137,0.12,paid
L14903,U7473,2827,0.15,paid
L14904,U7474,8315,0.15,paid
L14905,U7474,3875,0.12,paid
L14906,U7475,9028,0.15,paid
L14907,U7475,2575,0.1,paid
L14908,U7476,3289,0.12,paid
L14909,U7476,3590,0.15,paid
L14910,U7476,4891,0.15,paid
L14911,U7477,8493,0.15,paid
L14912,U7477,7419,0.15,paid
L14913,U7478,6511,0.12,paid
L14914,U7478,6784,0.12,paid
L14915,U7479,4828,0.15,paid
L14916,U7480,5087,0.15,paid
L14917,U7480,4396,0.12,paid
L14918,U7481,1558,0.15,paid
L14919,U7481,7761,0.15,paid
L14920,U7481,7665,0.15,paid
L14921,U7482,8218,0.15,paid
L14922,U7482,1536,0.12,default
L14923,U7483,5459,0.12,paid
L14924,U7483,7493,0.12,default
L14925,U7484,9361,0.12,default
L14926,U7484,1902,0.15,paid
L14927,U7484,9740,0.1,paid
L14928,U7485,2670,0.12,paid
L14929,U7486,5532,0.12,default
L14930,U7486,9783,0.15,paid
L14931,U7487,9570,0.12,paid
L14932,U7487,8450,0.12,paid
L14933,U7488,4771,0.1,paid
L14934,U7488,1941,0.1,paid
L14935,U7488,1306,0.1,paid
L14936,U7489,7765,0.1,paid
L14937,U7489,3617,0.12,paid
L14938,U7489,5364,0.1,paid
L14939,U7490,4611,0.12,paid
L14940,U7491,6496,0.15,paid
L14941,U7491,9634,0.15,paid
L14942,U7492,6880,0.12,paid
L14943,U7492,1373,0.15,paid
L14944,U7493,9157,0.12,default
L14945,U7494,6749,0.12,paid
L14946,U7495,3993,0.1,paid
L14947,U7495,8941,0.1,paid
L14948,U7496,9606,0.1,paid
L14949,U7497,6389,0.1,paid
L14950,U7497,5304,0.12,paid
L14951,U7497,1003,0.15,default
L14952,U7498,8955,0.1,paid
L14953,U7498,2312,0.15,paid
L14954,U7499,8263,0.15,paid
L14955,U7499,4192,0.15,default
L14956,U7499,2672,0.1,paid
L14957,U7500,8616,0.12,default
L14958,U7500,7162,0.15,default
L14959,U7500,4398,0.15,paid
L14960,U7501,1315,0.15,paid
L14961,U7501,4684,0.1,paid
L14962,U7501,1902,0.1,paid
L14963,U7502,3338,0.12,paid
L14964,U7502,5211,0.12,paid
L14965,U7502,7305,0.15,paid
L14966,U7503,7574,0.12,paid
L14967,U7504,8518,0.12,paid
L14968,U7505,2520,0.15,paid
L14969,U7506,1477,0.1,paid
L14970,U7507,4003,0.12,paid
L14971,U7507,5450,0.12,paid
L14972,U7507,6596,0.15,default
L14973,U7508,1787,0.12,default
L14974,U7508,2017,0.1,paid
L14975,U7509,4092,0.12,paid
L14976,U7509,1887,0.12,default
L14977,U7510,4363,0.12,paid
L14978,U7510,2287,0.1,paid
L14979,U7510,9860,0.15,paid
L14980,U7511,7685,0.1,paid
L14981,U7511,7075,0.12,paid
L14982,U7512,2661,0.12,paid
L14983,U7512,1547,0.15,paid
L14984,U7512,4620,0.15,paid
L14985,U7513,9151,0.15,paid
L14986,U7513,5398,0.15,paid
L14987,U7514,5798,0.15,paid
L14988,U7515,6101,0.15,default
L14989,U7515,8610,0.12,paid
L14990,U7515,4948,0.15,paid
L14991,U7516,3720,0.12,paid
L14992,U7516,8091,0.1,paid
L14993,U7517,3438,0.15,paid
L14994,U7517,7680,0.1,paid
L14995,U7518,5883,0.1,paid
L14996,U7518,5411,0.12,paid
L14997,U7519,9471,0.15,default
L14998,U7519,2386,0.15,paid
L14999,U7520,6289,0.12,paid
L15000,U7520,2957,0.1,paid
L15001,U7521,5189,0.12,paid
L15002,U7522,1945,0.1,paid
L15003,U7522,4909,0.1,paid
L15004,U7523,2647,0.12,paid
L15005,U7523,7616,0.1,paid
L15006,U7523,6707,0.12,paid
L15007,U7524,4511,0.15,paid
L15008,U7525,9271,0.15,paid
L15009,U7526,4202,0.15,paid
L15010,U7526,6503,0.1,paid
L15011,U7526,7642,0.12,paid
L15012,U7527,3446,0.1,paid
L15013,U7527,8735,0.15,paid
L15014,U7528,2395,0.15,paid
L15015,U7528,1172,0.12,paid
L15016,U7529,5198,0.1,paid
L15017,U7530,4174,0.12,paid
L15018,U7530,6415,0.15,paid
L15019,U7531,3979,0.15,paid
L15020,U7531,1292,0.15,paid
L15021,U7532,2991,0.12,paid
L15022,U7533,6935,0.15,default
L15023,U7533,3044,0.12,default
L15024,U7534,5562,0.12,paid
L15025,U7534,1384,0.12,paid
L15026,U7535,7234,0.12,paid
L15027,U7535,2618,0.12,paid
L15028,U7535,6787,0.1,paid
L15029,U7536,5918,0.15,paid
L15030,U7536,6697,0.15,default
L15031,U7536,9790,0.15,default
L15032,U7537,6107,0.1,paid
L15033,U7538,6265,0.1,paid
L15034,U7538,6804,0.1,paid
L15035,U7538,7252,0.1,paid
L15036,U7539,8814,0.12,paid
L15037,U7540,1583,0.15,paid
L15038,U7540,4650,0.12,paid
L15039,U7540,5721,0.15,paid
L15040,U7541,8765,0.15,default
L15041,U7541,2776,0.15,paid
L15042,U7542,6626,0.1,paid
L15043,U7542,5026,0.12,paid
L15044,U7543,9281,0.1,default
L15045,U7544,4894,0.12,paid
L15046,U7544,9754,0.15,paid
L15047,U7544,9125,0.12,paid
L15048,U7545,8861,0.1,paid
L15049,U7546,1363,0.1,paid
L15050,U7546,1751,0.1,paid
L15051,U7547,2554,0.12,paid
L15052,U7547,1740,0.15,paid
L15053,U7548,8969,0.12,default
L15054,U7548,7025,0.12,paid
L15055,U7548,1557,0.15,paid
L15056,U7549,9362,0.15,paid
L15057,U7549,4901,0.1,paid
L15058,U7549,8904,0.12,paid
L15059,U7550,4031,0.15,default
L15060,U7550,4360,0.15,paid
L15061,U7551,3462,0.12,paid
L15062,U7552,1165,0.15,default
L15063,U7552,8244,0.12,paid
L15064,U7552,9223,0.15,paid
L15065,U7553,6488,0.15,paid
L15066,U7554,4370,0.15,paid
L15067,U7554,9382,0.15,paid
L15068,U7554,9448,0.12,paid
L15069,U7555,8277,0.1,paid
L15070,U7556,5625,0.1,paid
L15071,U7557,2629,0.15,paid
L15072,U7558,7419,0.12,paid
L15073,U7558,1088,0.15,paid
L15074,U7559,3580,0.1,default
L15075,U7559,6199,0.12,default
L15076,U7559,3106,0.15,default
L15077,U7560,8039,0.1,paid
L15078,U7560,1001,0.12,paid
L15079,U7560,1317,0.1,paid
L15080,U7561,4903,0.15,paid
L15081,U7561,5703,0.12,paid
L15082,U7561,5428,0.15,paid
L15083,U7562,3287,0.15,paid
L15084,U7562,9313,0.1,default
L15085,U7562,7856,0.1,paid
L15086,U7563,1479,0.1,paid
L15087,U7563,3208,0.15,default
L15088,U7564,6136,0.15,paid
L15089,U7564,4031,0.12,default
L15090,U7565,9818,0.12,paid
L15091,U7565,4481,0.1,paid
L15092,U7565,4848,0.12,default
L15093,U7566,6557,0.12,paid
L15094,U7566,5272,0.15,default
L15095,U7567,6996,0.1,paid
L15096,U7568,1664,0.1,paid
L15097,U7569,1829,0.1,paid
L15098,U7569,6460,0.15,default
L15099,U7569,4545,0.15,default
L15100,U7570,7634,0.1,default
L15101,U7571,3566,0.15,default
L15102,U7571,8762,0.12,paid
L15103,U7572,5704,0.1,paid
L15104,U7573,3079,0.12,paid
L15105,U7573,4269,0.15,paid
L15106,U7574,4218,0.12,paid
L15107,U7574,8154,0.12,paid
L15108,U7574,4754,0.15,paid
L15109,U7575,7685,0.12,paid
L15110,U7576,7027,0.1,default
L15111,U7576,6670,0.15,paid
L15112,U7577,3141,0.1,paid
L15113,U7578,6411,0.15,paid
L15114,U7578,4202,0.1,paid
L15115,U7579,3657,0.1,paid
L15116,U7579,8238,0.15,paid
L15117,U7580,4252,0.1,paid
L15118,U7581,2866,0.12,default
L15119,U7582,2028,0.1,paid
L15120,U7583,3632,0.12,paid
L15121,U7583,1962,0.12,paid
L15122,U7584,3824,0.15,default
L15123,U7585,9480,0.1,paid
L15124,U7585,8415,0.15,paid
L15125,U7585,7610,0.15,default
L15126,U7586,4625,0.1,paid
L15127,U7586,4995,0.12,paid
L15128,U7586,7983,0.12,paid
L15129,U7587,3114,0.15,paid
L15130,U7587,1160,0.12,paid
L15131,U7587,8873,0.12,paid
L15132,U7588,3973,0.1,paid
L15133,U7588,5013,0.12,paid
L15134,U7589,3762,0.12,paid
L15135,U7589,6586,0.15,default
L15136,U7590,4858,0.1,default
L15137,U7591,6005,0.1,paid
L15138,U7592,1962,0.1,default
L15139,U7593,5128,0.12,paid
L15140,U7593,6451,0.15,paid
L15141,U7593,2625,0.1,paid
L15142,U7594,7889,0.1,paid
L15143,U7595,7726,0.1,paid
L15144,U7595,5706,0.12,paid
L15145,U7596,9282,0.1,paid
L15146,U7596,5333,0.12,default
L15147,U7597,1219,0.15,paid
L15148,U7597,6157,0.12,default
L15149,U7597,4101,0.15,paid
L15150,U7598,8962,0.15,paid
L15151,U7598,8160,0.1,paid
L15152,U7598,7751,0.1,paid
L15153,U7599,7720,0.15,paid
L15154,U7599,3482,0.12,paid
L15155,U7600,4261,0.15,paid
L15156,U7600,9911,0.15,paid
L15157,U7600,8980,0.12,paid
L15158,U7601,6112,0.1,paid
L15159,U7601,6368,0.1,paid
L15160,U7601,6512,0.1,paid
L15161,U7602,5777,0.1,default
L15162,U7602,8965,0.12,paid
L15163,U7602,9885,0.12,paid
L15164,U7603,7154,0.1,paid
L15165,U7604,9803,0.15,paid
L15166,U7605,1338,0.15,default
L15167,U7606,8298,0.1,paid
L15168,U7606,5336,0.12,paid
L15169,U7607,5110,0.12,paid
L15170,U7607,6691,0.12,paid
L15171,U7607,4146,0.12,paid
L15172,U7608,4227,0.12,paid
L15173,U7608,5231,0.1,paid
L15174,U7609,8786,0.12,default
L15175,U7610,9328,0.15,paid
L15176,U7610,1391,0.15,paid
L15177,U7611,7003,0.15,paid
L15178,U7611,9502,0.15,paid
L15179,U7611,3859,0.15,paid
L15180,U7612,5885,0.1,paid
L15181,U7612,5110,0.1,default
L15182,U7613,3570,0.15,paid
L15183,U7613,3018,0.1,default
L15184,U7614,5494,0.15,paid
L15185,U7615,6151,0.1,default
L15186,U7615,2415,0.1,paid
L15187,U7616,7261,0.12,paid
L15188,U7616,7011,0.12,paid
L15189,U7617,6191,0.12,default
L15190,U7618,7730,0.15,paid
L15191,U7618,9080,0.1,paid
L15192,U7618,8036,0.12,paid
L15193,U7619,4623,0.15,default
L15194,U7619,6594,0.1,default
L15195,U7620,8965,0.15,paid
L15196,U7621,5494,0.1,paid
L15197,U7621,2008,0.15,paid
L15198,U7622,5645,0.1,paid
L15199,U7623,6935,0.15,default
L15200,U7623,7002,0.1,paid
L15201,U7623,5359,0.12,paid
L15202,U7624,2832,0.1,paid
L15203,U7625,8629,0.12,paid
L15204,U7626,7965,0.1,paid
L15205,U7626,1553,0.12,paid
L15206,U7626,5413,0.12,paid
L15207,U7627,2668,0.1,paid
L15208,U7628,4391,0.12,paid
L15209,U7629,3336,0.1,paid
L15210,U7629,1741,0.15,default
L15211,U7630,3863,0.15,paid
L15212,U7631,6360,0.1,default
L15213,U7632,7511,0.15,default
L15214,U7632,6891,0.12,paid
L15215,U7633,7646,0.15,paid
L15216,U7633,3262,0.12,paid
L15217,U7633,7134,0.15,paid
L15218,U7634,9280,0.15,default
L15219,U7634,1585,0.12,paid
L15220,U7635,5412,0.15,paid
L15221,U7635,4214,0.15,default
L15222,U7636,5414,0.1,paid
L15223,U7637,4228,0.15,paid
L15224,U7637,9867,0.12,paid
L15225,U7638,5255,0.15,paid
L15226,U7639,4666,0.15,paid
L15227,U7640,3342,0.12,paid
L15228,U7641,4436,0.1,paid
L15229,U7641,8846,0.1,paid
L15230,U7642,2626,0.15,paid
L15231,U7643,4070,0.1,default
L15232,U7643,8743,0.15,paid
L15233,U7643,4880,0.12,default
L15234,U7644,9959,0.12,paid
L15235,U7645,3347,0.1,paid
L15236,U7645,4213,0.15,default
L15237,U7645,9872,0.1,paid
L15238,U7646,3107,0.15,default
L15239,U7646,2214,0.1,paid
L15240,U7646,3227,0.1,paid
L15241,U7647,1482,0.12,paid
L15242,U7648,4828,0.1,paid
L15243,U7648,1988,0.12,paid
L15244,U7648,3061,0.15,paid
L15245,U7649,8920,0.15,paid
L15246,U7649,3618,0.15,paid
L15247,U7649,9578,0.12,paid
L15248,U7650,8900,0.1,paid
L15249,U7650,7510,0.1,paid
L15250,U7650,7207,0.15,paid
L15251,U7651,2145,0.1,paid
L15252,U7652,8022,0.12,paid
L15253,U7652,7177,0.1,paid
L15254,U7652,2325,0.12,paid
L15255,U7653,5925,0.15,paid
L15256,U7654,7906,0.15,paid
L15257,U7654,3391,0.1,paid
L15258,U7654,9409,0.1,paid
L15259,U7655,9154,0.12,paid
L15260,U7656,4103,0.15,default
L15261,U7657,6705,0.1,paid
L15262,U7657,1452,0.15,paid
L15263,U7657,5869,0.15,paid
L15264,U7658,5508,0.1,default
L15265,U7658,9706,0.1,paid
L15266,U7658,8725,0.12,default
L15267,U7659,6159,0.15,default
L15268,U7660,1552,0.12,paid
L15269,U7660,1204,0.1,default
L15270,U7660,1197,0.1,paid
L15271,U7661,6562,0.15,paid
L15272,U7661,9149,0.1,paid
L15273,U7662,5266,0.12,paid
L15274,U7662,1887,0.12,paid
L15275,U7662,5906,0.1,paid
L15276,U7663,9995,0.15,paid
L15277,U7663,7701,0.12,paid
L15278,U7664,2396,0.1,paid
L15279,U7664,9698,0.12,paid
L15280,U7664,7454,0.12,default
L15281,U7665,8553,0.12,paid
L15282,U7666,9080,0.15,paid
L15283,U7667,3143,0.12,default
L15284,U7667,7470,0.12,paid
L15285,U7668,7897,0.15,paid
L15286,U7668,4237,0.15,paid
L15287,U7668,6930,0.15,default
L15288,U7669,7172,0.12,paid
L15289,U7670,7352,0.1,paid
L15290,U7670,8626,0.12,paid
L15291,U7670,2096,0.12,paid
L15292,U7671,7717,0.1,paid
L15293,U7671,5533,0.12,paid
L15294,U7671,9992,0.12,paid
L15295,U7672,8807,0.12,paid
L15296,U7672,6097,0.15,paid
L15297,U7673,6555,0.12,paid
L15298,U7673,8609,0.12,paid
L15299,U7673,8061,0.15,paid
L15300,U7674,4966,0.12,default
L15301,U7674,2603,0.15,default
L15302,U7675,2669,0.1,paid
L15303,U7675,7091,0.12,paid
L15304,U7676,3500,0.12,default
L15305,U7677,4285,0.15,paid
L15306,U7677,8676,0.15,default
L15307,U7677,9323,0.12,paid
L15308,U7678,9611,0.1,paid
L15309,U7678,1660,0.15,paid
L15310,U7678,2950,0.12,paid
L15311,U7679,1051,0.12,default
L15312,U7679,2411,0.12,default
L15313,U7680,1844,0.15,paid
L15314,U7680,4281,0.1,default
L15315,U7681,8204,0.12,default
L15316,U7681,7500,0.12,paid
L15317,U7681,6492,0.12,paid
L15318,U7682,3994,0.1,paid
L15319,U7682,5431,0.12,paid
L15320,U7683,2677,0.12,default
L15321,U7684,6153,0.15,paid
L15322,U7685,8008,0.15,default
L15323,U7685,4071,0.12,paid
L15324,U7685,6784,0.1,default
L15325,U7686,1485,0.15,paid
L15326,U7686,1898,0.1,paid
L15327,U7687,5969,0.15,paid
L15328,U7687,1757,0.12,default
L15329,U7688,1051,0.1,paid
L15330,U7688,7443,0.15,paid
L15331,U7688,6979,0.15,paid
L15332,U7689,1719,0.1,default
L15333,U7689,3759,0.15,paid
L15334,U7690,5106,0.1,default
L15335,U7691,7783,0.15,paid
L15336,U7691,5067,0.15,paid
L15337,U7691,6825,0.1,paid
L15338,U7692,5851,0.12,paid
L15339,U7693,3294,0.1,default
L15340,U7693,5901,0.12,paid
L15341,U7693,9114,0.12,paid
L15342,U7694,8491,0.1,paid
L15343,U7695,1904,0.12,paid
L15344,U7695,6514,0.15,paid
L15345,U7695,8036,0.15,default
L15346,U7696,2126,0.15,paid
L15347,U7697,6063,0.12,paid
L15348,U7697,2802,0.15,paid
L15349,U7697,7669,0.1,default
L15350,U7698,4068,0.15,paid
L15351,U7699,8054,0.12,paid
L15352,U7699,8940,0.1,paid
L15353,U7699,9969,0.15,default
L15354,U7700,1983,0.1,paid
L15355,U7701,8317,0.15,paid
L15356,U7701,6269,0.15,paid
L15357,U7702,1183,0.15,paid
L15358,U7702,4516,0.15,paid
L15359,U7702,3455,0.1,paid
L15360,U7703,2627,0.1,paid
L15361,U7704,6925,0.15,default
L15362,U7704,5332,0.12,paid
L15363,U7705,1703,0.15,paid
L15364,U7705,6172,0.12,paid
L15365,U7706,5165,0.1,default
L15366,U7707,6395,0.12,default
L15367,U7707,3824,0.1,paid
L15368,U7708,5588,0.12,default
L15369,U7709,3933,0.15,paid
L15370,U7709,4188,0.12,default
L15371,U7709,4627,0.15,paid
L15372,U7710,4315,0.1,paid
L15373,U7711,4597,0.1,paid
L15374,U7711,9985,0.12,paid
L15375,U7711,2070,0.1,paid
L15376,U7712,1922,0.15,default
L15377,U7712,9925,0.1,default
L15378,U7713,8481,0.15,paid
L15379,U7713,5565,0.15,paid
L15380,U7713,4985,0.12,paid
L15381,U7714,6549,0.12,paid
L15382,U7714,3257,0.1,paid
L15383,U7715,4844,0.12,paid
L15384,U7715,7541,0.1,default
L15385,U7716,4439,0.15,paid
L15386,U7717,9313,0.1,paid
L15387,U7717,5414,0.1,paid
L15388,U7718,1596,0.15,paid
L15389,U7719,3673,0.12,paid
L15390,U7719,9910,0.1,paid
L15391,U7719,6377,0.12,default
L15392,U7720,3733,0.15,default
L15393,U7720,9186,0.15,paid
L15394,U7720,9079,0.15,paid
L15395,U7721,3847,0.12,paid
L15396,U7722,2894,0.15,paid
L15397,U7722,5553,0.1,paid
L15398,U7723,3513,0.12,default
L15399,U7724,4087,0.1,paid
L15400,U7724,1744,0.15,paid
L15401,U7725,3632,0.12,paid
L15402,U7725,1481,0.15,default
L15403,U7725,5320,0.12,paid
L15404,U7726,6755,0.15,default
L15405,U7726,9975,0.1,paid
L15406,U7727,6608,0.15,paid
L15407,U7727,1526,0.15,paid
L15408,U7727,5350,0.12,paid
L15409,U7728,3603,0.12,default
L15410,U7729,7838,0.1,paid
L15411,U7730,8421,0.15,paid
L15412,U7730,6157,0.12,paid
L15413,U7730,1932,0.12,paid
L15414,U7731,8184,0.1,paid
L15415,U7732,8337,0.12,paid
L15416,U7733,3649,0.12,paid
L15417,U7733,6546,0.15,paid
L15418,U7734,6924,0.1,paid
L15419,U7734,7598,0.15,paid
L15420,U7734,9537,0.1,paid
L15421,U7735,1206,0.15,paid
L15422,U7736,1908,0.1,paid
L15423,U7737,4732,0.15,paid
L15424,U7738,3507,0.12,paid
L15425,U7738,3013,0.1,paid
L15426,U7739,5219,0.1,paid
